,Video File,Cluster -1,Cluster 0,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Cluster 13,Cluster 14,Cluster 15,Cluster 16,Cluster 17,Cluster 18,Cluster 19,Cluster 20,Cluster 21,Cluster 22,Cluster 23,Cluster 24,Cluster 25,Cluster 26,Cluster 27,Cluster 28,Cluster 29,Cluster 30,Cluster 31,Cluster 32,Cluster 33,Cluster 34,Cluster 35,Cluster 36,Cluster 37,Cluster 38,Cluster 39,Cluster 40,Cluster 41,Cluster 42,Cluster 43,Cluster 44,Cluster 45,Cluster 46,Cluster 47,Cluster 48,Cluster 49,Cluster 50,Cluster 51,Cluster 52,Cluster 53,Cluster 54,Cluster 55,Cluster 56,Cluster 57,Cluster 58,Cluster 59,Cluster 60,Cluster 61,Cluster 62,Cluster 63,Cluster 64,Cluster 65
20,11RBminfr_antmovie200927221547,0.9953794972893051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004928536224741252,0.0,0.0,0.0017865943814687037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004928536224741252,0.0,0.0,0.0,0.0,0.0018482010842779694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,08WWmidfd_antmovie200926223354,0.7695935636010542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033707865168539325,0.0,0.0,0.04979886253294493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006519628242474685,0.0,0.0,0.0,0.0,0.0,0.0019420169232903315,0.0,0.0,0.0,0.0026355943958940213,0.0,0.0,0.049937578027465665,0.0,0.0,0.0,0.05507005132473297,0.03079483978360383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,02WGmidfd_antmovie201010194713,0.7515022291141694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03469664663694515,0.0,0.0,0.052820314014343867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004167474316728048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042643923240938165,0.0,0.0,0.0,0.014343865090133747,0.09982554758674161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,06GRmidfd_antmovie201010211657,0.9976605807862483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.085693942938514e-05,0.0,0.0,0.00010171387885877028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00177999288002848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040685551543508114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,06WRmajfr_antmovie200929210434,0.27599457504520797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06363019891500904,0.0,0.0,0.1382233273056058,0.0,0.0,0.0,0.0,0.0,0.015427215189873418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016952983725135624,0.0076853526220614825,0.0,0.0,0.0,0.0,0.0,0.0022603978300180833,0.0,0.0,0.0023734177215189874,0.0072897830018083185,0.0,0.0,0.0,0.0,0.045207956600361664,0.0,0.016896473779385173,0.0,0.007459312839059674,0.0,0.0,0.15161618444846292,0.0,0.0,0.0,0.05532323688969259,0.21044303797468356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,03YBmajfd_antmovie200928200603,0.03958529688972667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001413760603204524,0.0,0.20452403393025448,0.0,0.0,0.11357210179076344,0.0,0.0,0.0,0.0,0.0,0.08529688972667294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051837888784165884,0.0,0.0,0.0,0.0,0.0,0.012723845428840716,0.0,0.05372290292177191,0.0,0.08011310084825636,0.0,0.0,0.1239396795475966,0.0,0.0,0.0,0.14090480678605088,0.0589066918001885,0.0,0.0,0.0,0.0,0.0,0.03345900094250707,0.0,0.0,0.0
26,05DDminfr_antmovie200926210700,0.9140676841406769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00858493696084937,0.0,0.0,0.02305905773059058,0.0,0.0,0.0,0.0,0.0,0.0006220968812209689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001119774386197744,0.0,0.0,0.0,0.0,0.0,0.004852355673523556,0.022976111479761113,0.0,0.0,0.0,0.021358659588586595,0.0033593231585932314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,04Ydmidfd_antmovie200924204337,0.9862671660424469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027743098904147593,0.0,0.0,0.004161464835622139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024968789013732834,0.0,0.0,0.0,0.00027743098904147595,0.004022749341101401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,00AAmidfr_antmovie200926192619,0.8014440433212996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19855595667870035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,10BYmidfd_antmovie200928222534,0.7387291221901293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03258822051990456,0.0,0.0,0.054627652894637696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06580434509606932,0.0,0.0,0.0,0.033844028632424965,0.0744066306668341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,06dYmajfd_antmovie200924214927,0.2986594366621479,0.0,3.0125018828136767e-05,0.01259225787016117,0.006687754179846362,0.0020183762614851635,0.0047597529748456095,0.005422503389064619,0.0,9.03750564844103e-05,0.0,0.09808706130441332,0.0,0.0,0.11769844856153035,0.01006175628859768,0.0,0.010935381834613647,0.0,0.0,0.03184214490134056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0125018828136767e-05,0.004579002861876788,0.0,0.0,0.0,0.0,0.0,0.004639252899533063,0.0,0.0,0.0021087513179695737,0.0,0.003886127428829643,0.0,0.0,0.0,0.04714565446603404,0.0,0.0736556710347944,0.0,0.005091128181955114,0.0,0.0,0.08181955113721946,0.0,0.0,0.0,0.0611236632022895,0.11703569814731134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,01ROmidfd_antmovie200928192245,0.6555200393410376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045733956233095646,0.0,0.0,0.08753380870420457,0.0,0.0,0.0,0.0,0.0,0.00024588148512417015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010572903860339317,0.0,0.0,0.0,0.0,0.0,0.0027046963363658717,0.0,0.0,0.0,0.0,0.0,0.0,0.06392918613228424,0.0,0.0,0.0,0.13375952790754855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,03WPmajfr_antmovie201010200214,0.3274038755425148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11498257839721254,0.0,0.0,0.12849196161134543,0.0,0.0,0.0,0.0,0.0,0.010025062656641603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007335411699981661,0.0,0.0,0.0,0.0,0.0,0.0,0.0038510911424903724,0.010330704810807506,0.0,0.002506265664160401,0.0,0.0,0.0,0.0,0.0,0.002261751940827679,0.0,0.00018338529249954154,0.0,0.002139495079161318,0.0,0.0,0.12402958616052326,0.0,0.0,0.0,0.13313772235466714,0.1399229781771502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,05WOmajfr_antmovie201010204948,0.4426338744850981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08680639689847347,0.0,0.0,0.1263629755270172,0.0,0.0,0.0,0.0,0.0,0.0010298037315241094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000726920281075842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007753816331475648,0.0,0.0,0.0,0.005936515628786043,0.0,0.0009086503513448025,0.0,0.006421129149503271,0.0,0.0021201841531378724,0.0,0.0,0.12169857039011388,0.0,0.0,0.0,0.14829173733947176,0.04930942573297795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,05DDminfd_antmovie200926211835,0.8677436534706195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01278182140955086,0.0,0.0,0.04562400142020238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04455884963607314,0.0,0.0,0.0,0.025031066927037104,0.004260607136516954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,02XXmidfr_antmovie200929192644,0.3242435799644038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06324688532926519,0.0,0.0,0.07284515636918383,0.0,0.0,0.0,0.0,0.0,0.002669717772692601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17060767861683193,0.0,0.0,0.0,0.0,0.0,0.0,0.0038774472412916347,0.1777904907195525,0.0,0.0017162471395881006,0.0,0.0,0.0,0.0,0.0,6.356470887363335e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.04449529621154335,0.0,0.0,0.0,0.13062547673531655,0.003686753114670735,0.0,0.0,0.004131706076786168,0.0,0.0,0.0,0.0,0.0,0.0
36,09dWminfd_antmovie200926224729,0.9813674403915995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011842728564661299,0.0,0.0,0.003394915521869572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003394915521869572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005329227854097584,0.0,0.0,0.0,0.005329227854097584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
