,Video File,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19,cluster20,cluster21,cluster22,cluster23,cluster24,cluster25,cluster26,cluster27,cluster28,cluster29,cluster30,cluster31,cluster32,cluster33,cluster34,cluster35,cluster36,cluster37,cluster38,cluster39,cluster40,cluster41,cluster42,cluster43,cluster44,cluster45,cluster46,cluster47,cluster48,cluster49,cluster50,cluster51,cluster52,cluster53,cluster54,cluster55,cluster56,cluster57,cluster58,cluster59,cluster60,cluster61,cluster62,cluster63,cluster64,cluster65,caste
20,06WRmajfr_antmovie200929210434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08788635654074306,0.0,0.0,0.1909147674055573,0.0,0.0,0.0,0.0,0.0,0.02130814861067749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023415547923821421,0.010615048392132377,0.0,0.0,0.0,0.0,0.0,0.0031220730565095227,0.0,0.0,0.0032781767093349986,0.01006868560724321,0.0,0.0,0.0,0.0,0.06244146113019045,0.0,0.02333749609740868,0.0,0.010302841086481423,0.0,0.0,0.2094130502653762,0.0,0.0,0.0,0.07641273805807056,0.2906650015610365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
21,03YBmajfd_antmovie200928200603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014720314033366045,0.0,0.2129538763493621,0.0,0.0,0.1182531894013739,0.0,0.0,0.0,0.0,0.0,0.08881256133464181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053974484789008834,0.0,0.0,0.0,0.0,0.0,0.01324828263002944,0.0,0.055937193326790965,0.0,0.08341511285574092,0.0,0.0,0.12904808635917567,0.0,0.0,0.0,0.1467124631992149,0.06133464180569185,0.0,0.0,0.0,0.0,0.0,0.03483807654563297,0.0,0.0,0.0,3
22,05DDminfr_antmovie200926210700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999034749034749,0.0,0.0,0.2683397683397684,0.0,0.0,0.0,0.0,0.0,0.0072393822393822405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013030888030888031,0.0,0.0,0.0,0.0,0.0,0.056467181467181465,0.2673745173745174,0.0,0.0,0.0,0.2485521235521236,0.03909266409266409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23,04Ydmidfd_antmovie200924204337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202020202020202,0.0,0.0,0.30303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818185,0.0,0.0,0.0,0.020202020202020204,0.2929292929292929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
24,00AAmidfr_antmovie200926192619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
25,10BYmidfd_antmovie200928222534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1247296322999279,0.0,0.0,0.20908435472242248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2518625330449411,0.0,0.0,0.0,0.12953616919009853,0.28478731074260993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
26,06dYmajfd_antmovie200924214927,0.0,4.295348137966583e-05,0.01795455521670031,0.009535672866285812,0.0028778832524376107,0.0067866500579872,0.007731626648339848,0.0,0.00012886044413899743,0.0,0.13985653537219192,0.0,0.0,0.16781925175035434,0.014346462780808384,0.0,0.015592113740818694,0.0,0.0,0.04540182981830677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.295348137966583e-05,0.006528929169709204,0.0,0.0,0.0,0.0,0.0,0.006614836132468537,0.0,0.0,0.0030067436965766077,0.0,0.005540999097976891,0.0,0.0,0.0,0.067222198359177,0.0,0.10502126197328293,0.0,0.007259138353163524,0.0,0.0,0.11666165542717236,0.0,0.0,0.0,0.08715261371934195,0.16687427516000172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
27,01ROmidfd_antmovie200928192245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13276231263383298,0.0,0.0,0.2541042112776588,0.0,0.0,0.0,0.0,0.0,0.0007137758743754461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03069236259814418,0.0,0.0,0.0,0.0,0.0,0.007851534618129907,0.0,0.0,0.0,0.0,0.0,0.0,0.18558172733761602,0.0,0.0,0.0,0.3882940756602427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
28,03WPmajfr_antmovie201010200214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17095337635190402,0.0,0.0,0.19103880759792785,0.0,0.0,0.0,0.0,0.0,0.01490502590202672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010906116513678089,0.0,0.0,0.0,0.0,0.0,0.0,0.005725711169680996,0.015359447423429972,0.0,0.00372625647550668,0.0,0.0,0.0,0.0,0.0,0.003362719258384077,0.0,0.0002726529128419522,0.0,0.0031809506498227755,0.0,0.0,0.18440425338544034,0.0,0.0,0.0,0.1979460147232573,0.20803417249840955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
29,05WOmajfr_antmovie201010204948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15574394087599175,0.0,0.0,0.2267144875557005,0.0,0.0,0.0,0.0,0.0,0.0018476252581241172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013042060645582002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013911531355287471,0.0,0.0,0.0,0.01065101619389197,0.0,0.0016302575806977505,0.0,0.011520486903597436,0.0,0.003803934354961417,0.0,0.0,0.21834583197478533,0.0,0.0,0.0,0.2660580371698729,0.08846864471253124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
30,05DDminfd_antmovie200926211835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09664429530201342,0.0,0.0,0.3449664429530201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33691275167785234,0.0,0.0,0.0,0.18926174496644296,0.032214765100671144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31,02XXmidfr_antmovie200929192644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0935942056250588,0.0,0.0,0.1077979493932838,0.0,0.0,0.0,0.0,0.0,0.003950710187188411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25246919386699274,0.0,0.0,0.0,0.0,0.0,0.0,0.005737936224249836,0.2630984855610949,0.0,0.00253974226319255,0.0,0.0,0.0,0.0,0.0,9.406452826639074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.06584516978647352,0.0,0.0,0.0,0.19330260558743295,0.005455742639450663,0.0,0.0,0.0061141943373153994,0.0,0.0,0.0,0.0,0.0,0.0,2
32,09dWminfd_antmovie200926224729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0635593220338983,0.0,0.0,0.1822033898305085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822033898305085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2860169491525424,0.0,0.0,0.0,0.2860169491525424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33,09BRmajfr_antmovie200928215349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14441604404246952,0.0,0.0,0.2046795123869445,0.0,0.0,0.0,0.0,0.0,0.025756979944946908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007274872198191113,0.0,0.0,0.0,0.0,0.0,0.0,0.0020644907589461264,0.014549744396382226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01838379866299646,0.0,0.031950452221785296,0.0,0.001867872591427448,0.0,0.0,0.17164766024380654,0.0,0.0,0.0,0.1548368069209595,0.2225717656311443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
34,09BRmajfd_antmovie200928221355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1286503551696922,0.0,0.0,0.1870560378847672,0.0,0.0,0.0,0.0,0.0,0.044988161010260465,0.027308602999210733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02194159431728493,0.0,0.0,0.06440410418310971,0.026835043409629045,0.0,0.0,0.0,0.0,0.017048145224940806,0.0,0.00031570639305445933,0.0,0.025887924230465667,0.0,0.0,0.14333070244672455,0.0,0.0,0.0,0.05130228887134965,0.2609313338595107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
35,07WYminfd_antmovie200929213625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10881063926250567,0.0,0.0,0.3226537705909022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014205833459271571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21898141151579265,0.0,0.0,0.0,0.0482091582288046,0.26734169563246185,0.0,0.01979749131026145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36,01Pdminfd_antmovie200927193143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05310344827586207,0.0,0.04896551724137931,0.0,0.0,0.2875862068965517,0.0,0.0,0.0,0.0,0.0,0.0006896551724137929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014482758620689656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2662068965517241,0.0,0.0,0.0,0.13310344827586207,0.03517241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.1606896551724138,0.0,0.0,1
37,04Ydmidfd_antmovie200924205307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11219512195121953,0.0,0.0,0.11707317073170732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12682926829268293,0.0,0.0,0.0,0.12682926829268293,0.4439024390243903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
38,02RRmajfr_antmovie200924193332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964116560969736,0.0,0.0,0.2361724331701052,0.0,0.0,0.0,0.0,0.0,0.010516175644216105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004334912097615798,0.0,0.0,0.0,0.0,0.0,0.010275347194348559,0.0,0.00032110459982339246,0.0,0.008830376495143294,0.0,0.0,0.238901822268604,0.0,0.0,0.0,0.06117042626635626,0.31869631532471704,0.0,0.0,0.0,0.014369430842096813,0.0,0.0,0.0,0.0,0.0,3
